OBJECTID,RowNumber,Incident_Type,Date_Occurred,Date_Received,File_Number,Investigation_Status,Disposition,Citizen_Arrested,UseOfForce_Reason,Citizen_Injured,Officer_Injured,Cit_Infl_Assmt,Report_Type,Sex,Race,Citizen_Age,Year,Force_Used
470,470,Use of force,2019/05/06 03:59:59+00,2019/05/06 03:59:59+00,IA2019-0356,Completed,Exonerated,Yes,Fleeing,Yes,No,Unknown,Complainant,Male,Black,26-35,2019,Physical Force
471,471,Use of force,2019/05/06 03:59:59+00,2019/05/06 03:59:59+00,IA2019-0356,Completed,Exonerated,Yes,Fleeing,Yes,No,Unknown,Complainant,Male,Black,26-35,2019,Physical Force
472,472,Use of force,2019/05/06 03:59:59+00,2019/05/06 03:59:59+00,IA2019-0356,Completed,Exonerated,Yes,Fleeing,Yes,No,Unknown,Complainant,Male,Black,26-35,2019,Physical Force
473,473,Use of force,2019/05/16 03:59:59+00,2019/05/16 03:59:59+00,IA2019-0320,Completed,Exonerated,Yes,Fleeing,Yes,No,Unknown,Complainant,Male,Black,26-35,2019,Taser
474,474,Use of force,2019/05/16 03:59:59+00,2019/05/16 03:59:59+00,IA2019-0320,Completed,Exonerated,Yes,Fleeing,Yes,No,Unknown,Complainant,Male,Black,26-35,2019,Taser
475,475,Use of force,2019/05/12 03:59:59+00,2019/05/12 03:59:59+00,IA2019-0321,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Alcohol,Complainant,Male,Black,26-35,2019,Taser
476,476,Use of force,2019/05/12 03:59:59+00,2019/05/12 03:59:59+00,IA2019-0321,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Alcohol,Complainant,Male,Black,26-35,2019,Physical Force
477,477,Use of force,2019/05/12 03:59:59+00,2019/05/12 03:59:59+00,IA2019-0321,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Alcohol,Complainant,Male,Black,26-35,2019,Physical Force
478,478,Use of force,2019/05/16 03:59:59+00,2019/05/16 03:59:59+00,IA2019-0322,Completed,Exonerated,Yes,Combative,No,Yes,Alcohol,Complainant,Female,Black,26-35,2019,Physical Force
479,479,Use of force,2019/05/21 03:59:59+00,2019/05/21 03:59:59+00,IA2019-0326,Completed,Exonerated,Yes,Fleeing,Yes,No,None detected,Complainant,Male,Black,>55,2019,Taser
480,480,Use of force,2019/05/22 03:59:59+00,2019/05/22 03:59:59+00,IA2019-0333,Completed,Exonerated,Yes,Non-Compliance,Yes,No,None detected,Complainant,Male,Black,18-25,2019,Physical Force
481,481,Use of force,2019/05/30 03:59:59+00,2019/05/30 03:59:59+00,IA2019-0346,Completed,Exonerated,Yes,Fleeing,No,No,None detected,Complainant,Male,White,36-45,2019,Taser
482,482,Use of force,2019/05/30 03:59:59+00,2019/05/30 03:59:59+00,IA2019-0346,Completed,Exonerated,Yes,Fleeing,No,No,None detected,Complainant,Male,White,36-45,2019,Physical Force
483,483,Use of force,2019/05/30 03:59:59+00,2019/05/30 03:59:59+00,IA2019-0346,Completed,Exonerated,Yes,Fleeing,No,No,None detected,Complainant,Male,White,36-45,2019,Physical Force
484,484,Use of force,2019/05/24 03:59:59+00,2019/05/24 03:59:59+00,IA2019-0369,Completed,Exonerated,Yes,Non-Compliance,No,No,Unknown,Complainant,Male,Black,0-17,2019,Physical Force
485,485,Use of force,2019/05/24 03:59:59+00,2019/05/24 03:59:59+00,IA2019-0369,Completed,Exonerated,Yes,Non-Compliance,No,No,Unknown,Complainant,Male,Black,0-17,2019,Physical Force
486,486,Use of force,2019/06/09 03:59:59+00,2019/06/09 03:59:59+00,IA2019-0352,Completed,Exonerated,Yes,Combative,Yes,Yes,Mentally unstable,Complainant,Male,White,46-55,2019,Taser
487,487,Use of force,2019/06/09 03:59:59+00,2019/06/09 03:59:59+00,IA2019-0352,Completed,Exonerated,Yes,Combative,Yes,Yes,Mentally unstable,Complainant,Male,White,46-55,2019,Physical Force
488,488,Use of force,2019/06/09 03:59:59+00,2019/06/09 03:59:59+00,IA2019-0352,Completed,Exonerated,Yes,Combative,Yes,Yes,Mentally unstable,Complainant,Male,White,46-55,2019,Taser
489,489,Use of force,2019/06/09 03:59:59+00,2019/06/09 03:59:59+00,IA2019-0352,Completed,Exonerated,Yes,Combative,Yes,Yes,Mentally unstable,Complainant,Male,White,46-55,2019,Taser
490,490,Use of force,2019/05/31 03:59:59+00,2019/05/31 03:59:59+00,IA2019-0343,Completed,Exonerated,Yes,Fleeing,Yes,No,None detected,Complainant,Male,Black,36-45,2019,Taser
491,491,Use of force,2019/05/31 03:59:59+00,2019/05/31 03:59:59+00,IA2019-0343,Completed,Exonerated,Yes,Fleeing,Yes,No,None detected,Complainant,Male,Black,36-45,2019,Taser
492,492,Use of force,2019/06/13 03:59:59+00,2019/06/13 03:59:59+00,IA2019-0379,Completed,Exonerated,Yes,Fleeing,Yes,No,Drugs,Complainant,Male,White,18-25,2019,Taser
493,493,Use of force,2019/06/15 03:59:59+00,2019/06/15 03:59:59+00,IA2019-0390,Completed,Exonerated,No,Combative,No,No,Unknown Drugs,Complainant,Male,White,46-55,2019,Taser
494,494,Use of force,2019/06/15 03:59:59+00,2019/06/15 03:59:59+00,IA2019-0391,Completed,Exonerated,Yes,Non-Compliance,No,No,Unknown,Complainant,Male,Black,26-35,2019,Taser
495,495,Use of force,2019/06/18 03:59:59+00,2019/06/18 03:59:59+00,IA2019-0403,Completed,Exonerated,No,Self Harming Behavior,Yes,No,Mentally unstable,Complainant,Male,White,26-35,2019,Taser
496,496,Use of force,2019/06/04 03:59:59+00,2019/06/04 03:59:59+00,IA2019-0389,Completed,Exonerated,Yes,Fleeing,Yes,Yes,None detected,Complainant,Male,Black,>55,2019,Taser
497,497,Use of force,2019/06/04 03:59:59+00,2019/06/04 03:59:59+00,IA2019-0389,Completed,Exonerated,Yes,Fleeing,Yes,Yes,None detected,Complainant,Male,Black,>55,2019,Pepper Spray
498,498,Use of force,2019/06/06 03:59:59+00,2019/06/06 03:59:59+00,IA2019-0380,Completed,Exonerated,Yes,Fleeing,Yes,No,Unknown,Complainant,Male,Black,36-45,2019,Physical Force
499,499,Use of force,2019/06/18 03:59:59+00,2019/06/18 03:59:59+00,IA2019-0382,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Alcohol,Complainant,Male,Black,36-45,2019,Taser
500,500,Use of force,2019/06/29 03:59:59+00,2019/06/29 03:59:59+00,IA2019-0404,Completed,Exonerated,Yes,Combative,Yes,No,Unknown,Complainant,Female,Black,18-25,2019,Physical Force
501,501,Use of force,2019/06/29 03:59:59+00,2019/06/29 03:59:59+00,IA2019-0404,Completed,Exonerated,Yes,Combative,Yes,No,Unknown,Complainant,Female,Black,18-25,2019,Other
502,502,Use of force,2019/05/27 03:59:59+00,2019/05/27 03:59:59+00,IA2019-0388,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Unknown,Complainant,Male,Black,26-35,2019,Physical Force
503,503,Use of force,2019/05/28 03:59:59+00,2019/05/28 03:59:59+00,IA2019-0401,Completed,Exonerated,Yes,Combative,Yes,Yes,Mentally unstable,Complainant,Female,Black,26-35,2019,Physical Force
504,504,Use of force,2019/05/28 03:59:59+00,2019/05/28 03:59:59+00,IA2019-0401,Completed,Exonerated,Yes,Combative,Yes,Yes,Mentally unstable,Complainant,Female,Black,26-35,2019,Physical Force
505,505,Use of force,2019/06/22 03:59:59+00,2019/06/22 03:59:59+00,IA2019-0396,Completed,Exonerated,Yes,Combative,Yes,No,Unknown,Complainant,Male,Black,18-25,2019,Taser
506,506,Use of force,2019/06/22 03:59:59+00,2019/06/22 03:59:59+00,IA2019-0396,Completed,Exonerated,Yes,Combative,Yes,No,Unknown,Complainant,Male,Black,18-25,2019,Pepper Spray
507,507,Use of force,2019/06/22 03:59:59+00,2019/06/22 03:59:59+00,IA2019-0396,Completed,Exonerated,Yes,Combative,Yes,No,Unknown,Complainant,Male,Black,18-25,2019,Physical Force
508,508,Use of force,2019/06/22 03:59:59+00,2019/06/22 03:59:59+00,IA2019-0396,Completed,Exonerated,Yes,Combative,Yes,No,Unknown,Complainant,Male,Black,18-25,2019,Taser
509,509,Use of force,2019/06/20 03:59:59+00,2019/06/20 03:59:59+00,IA2019-0394,Completed,Exonerated,Yes,Fleeing,Yes,No,None detected,Complainant,Male,Black,36-45,2019,Taser
510,510,Use of force,2019/06/20 03:59:59+00,2019/06/20 03:59:59+00,IA2019-0394,Completed,Exonerated,Yes,Fleeing,Yes,No,None detected,Complainant,Male,Black,36-45,2019,Physical Force
511,511,Use of force,2019/06/20 03:59:59+00,2019/06/20 03:59:59+00,IA2019-0394,Completed,Exonerated,Yes,Fleeing,Yes,No,None detected,Complainant,Male,Black,36-45,2019,Taser
512,512,Use of force,2019/06/26 03:59:59+00,2019/06/26 03:59:59+00,IA2019-0402,Completed,Exonerated,Yes,Combative,No,No,None detected,Complainant,Male,Black,>55,2019,Physical Force
513,513,Use of force,2019/06/26 03:59:59+00,2019/06/26 03:59:59+00,IA2019-0402,Completed,Exonerated,Yes,Combative,No,No,None detected,Complainant,Male,Black,>55,2019,Physical Force
514,514,Use of force,2019/06/26 03:59:59+00,2019/06/26 03:59:59+00,IA2019-0402,Completed,Exonerated,Yes,Combative,No,No,None detected,Complainant,Male,Black,>55,2019,Physical Force
515,515,Use of force,2019/06/26 03:59:59+00,2019/06/26 03:59:59+00,IA2019-0402,Completed,Exonerated,Yes,Combative,No,No,None detected,Complainant,Male,Black,>55,2019,Physical Force
516,516,Use of force,2019/05/25 03:59:59+00,2019/05/25 03:59:59+00,IA2019-0423,Completed,Exonerated,No,Fleeing,No,No,Unknown,Complainant,Male,Black,Other,2019,Taser
517,517,Use of force,2019/06/26 03:59:59+00,2019/06/26 03:59:59+00,IA2019-0412,Completed,Exonerated,Yes,Fleeing,Yes,No,Unknown,Complainant,Male,Black,0-17,2019,Taser
518,518,Use of force,2019/06/29 03:59:59+00,2019/06/29 03:59:59+00,IA2019-0406,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Alcohol,Complainant,Male,Black,36-45,2019,Taser
519,519,Use of force,2019/06/29 03:59:59+00,2019/06/29 03:59:59+00,IA2019-0406,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Alcohol,Complainant,Male,Black,36-45,2019,Taser
520,520,Use of force,2019/06/29 03:59:59+00,2019/06/29 03:59:59+00,IA2019-0406,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Alcohol,Complainant,Male,Black,36-45,2019,Physical Force
521,521,Use of force,2019/07/10 03:59:59+00,2019/07/10 03:59:59+00,IA2019-0415,Completed,Exonerated,Yes,Fleeing,Yes,No,None detected,Complainant,Male,White,36-45,2019,Physical Force
522,522,Use of force,2019/07/04 03:59:59+00,2019/07/04 03:59:59+00,IA2019-0445,Completed,Exonerated,Yes,Non-Compliance,No,No,Alcohol,Complainant,Male,Black,36-45,2019,Taser
523,523,Use of force,2019/07/08 03:59:59+00,2019/07/08 03:59:59+00,IA2019-0413,Completed,Exonerated,Yes,Fleeing,Yes,No,None detected,Complainant,Female,White,26-35,2019,Taser
524,524,Use of force,2019/07/16 03:59:59+00,2019/07/16 03:59:59+00,IA2019-0452,Completed,Exonerated,Yes,Fleeing,Yes,No,None detected,Complainant,Male,Black,>55,2019,Taser
525,525,Use of force,2019/07/01 03:59:59+00,2019/07/01 03:59:59+00,IA2019-0448,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Alcohol,Complainant,Male,Black,36-45,2019,Physical Force
526,526,Use of force,2019/07/01 03:59:59+00,2019/07/01 03:59:59+00,IA2019-0411,Completed,Exonerated,Yes,Fleeing,No,Yes,Unknown,Complainant,Male,White,18-25,2019,Taser
527,527,Use of force,2019/07/13 03:59:59+00,2019/07/13 03:59:59+00,IA2019-0433,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Unknown,Complainant,Male,White,36-45,2019,Physical Force
528,528,Use of force,2019/07/13 03:59:59+00,2019/07/13 03:59:59+00,IA2019-0433,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Unknown,Complainant,Male,White,36-45,2019,Physical Force
529,529,Use of force,2019/06/29 03:59:59+00,2019/06/29 03:59:59+00,IA2019-0471,Completed,Exonerated,Yes,Combative,Yes,Yes,None detected,Complainant,Male,White,36-45,2019,Physical Force
530,530,Use of force,2019/06/29 03:59:59+00,2019/06/29 03:59:59+00,IA2019-0471,Completed,Exonerated,Yes,Combative,Yes,Yes,None detected,Complainant,Male,White,36-45,2019,Physical Force
531,531,Use of force,2019/06/29 03:59:59+00,2019/06/29 03:59:59+00,IA2019-0471,Completed,Exonerated,Yes,Combative,Yes,Yes,None detected,Complainant,Male,White,36-45,2019,Physical Force
532,532,Use of force,2019/06/29 03:59:59+00,2019/06/29 03:59:59+00,IA2019-0471,Completed,Exonerated,Yes,Combative,Yes,Yes,None detected,Complainant,Male,White,36-45,2019,Taser
533,533,Use of force,2019/07/09 03:59:59+00,2019/07/09 03:59:59+00,IA2019-0568,Completed,Exonerated,Yes,Fleeing,No,No,None detected,Complainant,Male,Black,18-25,2019,Taser
534,534,Firearm discharge,2019/07/18 03:59:59+00,2019/07/29 03:59:59+00,IA2019-0436,Completed,Exonerated,Yes,,,,Unknown,Complainant,Male,Black,18-25,2019,Firearm
535,535,Firearm discharge,2019/07/18 03:59:59+00,2019/07/29 03:59:59+00,IA2019-0436,Completed,Exonerated,Yes,,,,Unknown,Complainant,Male,Black,18-25,2019,Firearm
536,536,Firearm discharge,2019/07/18 03:59:59+00,2019/07/29 03:59:59+00,IA2019-0436,Completed,Exonerated,Yes,,,,Unknown,Complainant,Male,Black,18-25,2019,Firearm
537,537,Use of force,2019/07/18 03:59:59+00,2019/07/18 03:59:59+00,IA2019-0459,Completed,Exonerated,Yes,Combative,Yes,No,Unknown,Complainant,Male,White,46-55,2019,Physical Force
538,538,Use of force,2019/07/18 03:59:59+00,2019/07/18 03:59:59+00,IA2019-0459,Completed,Exonerated,Yes,Combative,Yes,No,Unknown,Complainant,Male,White,46-55,2019,Physical Force
539,539,Use of force,2019/07/26 03:59:59+00,2019/07/26 03:59:59+00,IA2019-0473,Completed,Exonerated,Yes,Fleeing,Yes,No,Mentally unstable,Complainant,Male,White,26-35,2019,Taser
540,540,Use of force,2019/08/02 03:59:59+00,2019/08/02 03:59:59+00,IA2019-0486,Completed,Exonerated,No,Combative,No,No,Unknown,Complainant,Male,Black,Other,2019,Pepper Spray
541,541,Use of force,2019/07/25 03:59:59+00,2019/08/10 03:59:59+00,IA2019-0485,Completed,Exonerated,Yes,Fleeing,No,No,None detected,Complainant,Male,Black,18-25,2019,Taser
542,542,Use of force,2019/07/24 03:59:59+00,2019/07/24 03:59:59+00,IA2019-0474,Completed,Exonerated,Yes,Combative,Yes,No,Unknown,Complainant,Male,White,26-35,2019,Taser
543,543,Use of force,2019/07/24 03:59:59+00,2019/07/24 03:59:59+00,IA2019-0474,Completed,Exonerated,Yes,Combative,Yes,No,Unknown,Complainant,Male,White,26-35,2019,Taser
544,544,Use of force,2019/07/31 03:59:59+00,2019/07/31 03:59:59+00,IA2019-0482,Completed,Exonerated,Yes,Fleeing,Yes,No,None detected,Complainant,Male,Black,18-25,2019,Taser
545,545,Use of force,2019/08/08 03:59:59+00,2019/08/08 03:59:59+00,IA2019-0569,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Unknown,Complainant,Male,White,26-35,2019,Physical Force
546,546,Use of force,2019/08/08 03:59:59+00,2019/08/08 03:59:59+00,IA2019-0569,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Unknown,Complainant,Male,White,26-35,2019,Physical Force
547,547,Use of force,2019/08/08 03:59:59+00,2019/08/08 03:59:59+00,IA2019-0569,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Unknown,Complainant,Male,White,26-35,2019,Physical Force
548,548,Use of force,2019/08/03 03:59:59+00,2019/08/03 03:59:59+00,IA2019-0544,Completed,Exonerated,Yes,Combative,Yes,Yes,Unknown,Complainant,Male,Black,18-25,2019,Taser
549,549,Use of force,2019/08/03 03:59:59+00,2019/08/03 03:59:59+00,IA2019-0544,Completed,Exonerated,Yes,Combative,Yes,Yes,Unknown,Complainant,Male,Black,18-25,2019,Physical Force
550,550,Use of force,2019/08/03 03:59:59+00,2019/08/03 03:59:59+00,IA2019-0544,Completed,Exonerated,Yes,Combative,Yes,Yes,Unknown,Complainant,Male,Black,18-25,2019,Physical Force
551,551,Use of force,2019/08/03 03:59:59+00,2019/08/03 03:59:59+00,IA2019-0544,Completed,Exonerated,Yes,Combative,Yes,Yes,Unknown,Complainant,Male,Black,18-25,2019,Physical Force
552,552,Use of force,2019/08/03 03:59:59+00,2019/08/03 03:59:59+00,IA2019-0544,Completed,Exonerated,Yes,Combative,Yes,Yes,Unknown,Complainant,Male,Black,18-25,2019,Physical Force
553,553,Use of force,2019/08/03 03:59:59+00,2019/08/03 03:59:59+00,IA2019-0544,Completed,Exonerated,Yes,Combative,Yes,Yes,Unknown,Complainant,Male,Black,18-25,2019,Physical Force
554,554,Use of force,2019/08/03 03:59:59+00,2019/08/03 03:59:59+00,IA2019-0544,Completed,Exonerated,Yes,Combative,Yes,Yes,Unknown,Complainant,Male,Black,18-25,2019,Physical Force
555,555,Use of force,2019/07/17 03:59:59+00,2019/07/17 03:59:59+00,IA2019-0479,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Drugs,Complainant,Male,White,36-45,2019,Physical Force
556,556,Use of force,2019/07/17 03:59:59+00,2019/07/17 03:59:59+00,IA2019-0479,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Drugs,Complainant,Male,White,36-45,2019,Physical Force
557,557,Use of force,2019/07/17 03:59:59+00,2019/07/17 03:59:59+00,IA2019-0479,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Drugs,Complainant,Male,White,36-45,2019,Other
558,558,Use of force,2019/07/27 03:59:59+00,2019/07/27 03:59:59+00,IA2019-0545,Completed,Exonerated,Yes,Non-Compliance,Yes,Yes,None detected,Complainant,Male,Black,0-17,2019,Physical Force
559,559,Use of force,2019/08/18 03:59:59+00,2019/08/20 03:59:59+00,IA2019-0491,Completed,Exonerated,Yes,Non-Compliance,Yes,No,None detected,Complainant,Female,White,18-25,2019,Physical Force
560,560,Use of force,2019/08/08 03:59:59+00,2019/08/08 03:59:59+00,IA2019-0570,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Unknown,Complainant,Male,Black,26-35,2019,Taser
561,561,Use of force,2019/08/08 03:59:59+00,2019/08/08 03:59:59+00,IA2019-0570,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Unknown,Complainant,Male,Black,26-35,2019,Physical Force
562,562,Use of force,2019/08/08 03:59:59+00,2019/08/08 03:59:59+00,IA2019-0570,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Unknown,Complainant,Male,Black,26-35,2019,Physical Force
563,563,Use of force,2019/07/29 03:59:59+00,2019/07/29 03:59:59+00,IA2019-0523,Completed,Exonerated,Yes,Fleeing,No,No,Unknown,Complainant,Male,White,26-35,2019,Taser
564,564,Use of force,2019/07/29 03:59:59+00,2019/07/29 03:59:59+00,IA2019-0523,Completed,Exonerated,Yes,Fleeing,No,No,Unknown,Complainant,Male,White,26-35,2019,Taser
565,565,Use of force,2019/07/29 03:59:59+00,2019/07/29 03:59:59+00,IA2019-0523,Completed,Exonerated,Yes,Fleeing,No,No,Unknown,Complainant,Male,White,26-35,2019,Taser
566,566,Use of force,2019/07/23 03:59:59+00,2019/07/23 03:59:59+00,IA2019-0546,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Unknown,Complainant,Male,White,36-45,2019,Canine
567,567,Use of force,2019/08/05 03:59:59+00,2019/08/05 03:59:59+00,IA2019-0548,Completed,Exonerated,Yes,Fleeing,No,No,None detected,Complainant,Male,Black,18-25,2019,Taser
568,568,Use of force,2019/08/29 03:59:59+00,2019/08/29 03:59:59+00,IA2019-0575,Completed,Exonerated,Yes,Non-Compliance,No,No,None detected,Complainant,Male,White,26-35,2019,Physical Force
569,569,Use of force,2019/07/30 03:59:59+00,2019/07/30 03:59:59+00,IA2019-0629,Completed,Exonerated,Yes,Combative,Yes,Yes,None detected,Complainant,Male,Black,0-17,2019,Pepper Spray
570,570,Use of force,2019/07/30 03:59:59+00,2019/07/30 03:59:59+00,IA2019-0629,Completed,Exonerated,Yes,Combative,Yes,Yes,None detected,Complainant,Male,Black,0-17,2019,Taser
571,571,Use of force,2019/08/19 03:59:59+00,2019/08/19 03:59:59+00,IA2019-0564,Completed,Exonerated,Yes,Fleeing,Yes,No,None detected,Complainant,Male,Black,26-35,2019,Taser
572,572,Use of force,2019/08/21 03:59:59+00,2019/08/21 03:59:59+00,IA2019-0550,Completed,Exonerated,Yes,Combative,Yes,Yes,Unknown Drugs,Complainant,Male,Black,26-35,2019,Physical Force
573,573,Use of force,2019/08/21 03:59:59+00,2019/08/21 03:59:59+00,IA2019-0550,Completed,Exonerated,Yes,Combative,Yes,Yes,Unknown Drugs,Complainant,Male,Black,26-35,2019,Taser
574,574,Use of force,2019/08/21 03:59:59+00,2019/08/21 03:59:59+00,IA2019-0550,Completed,Exonerated,Yes,Combative,Yes,Yes,Unknown Drugs,Complainant,Male,Black,26-35,2019,Physical Force
575,575,Use of force,2019/08/21 03:59:59+00,2019/08/21 03:59:59+00,IA2019-0550,Completed,Exonerated,Yes,Combative,Yes,Yes,Unknown Drugs,Complainant,Male,Black,26-35,2019,
576,576,Use of force,2019/08/30 03:59:59+00,2019/08/30 03:59:59+00,IA2019-0558,Completed,Exonerated,Yes,Fleeing,Yes,No,,Complainant,Female,Black,46-55,2019,Physical Force
577,577,Use of force,2019/09/03 03:59:59+00,2019/09/03 03:59:59+00,IA2019-0535,Completed,Exonerated,Yes,Fleeing,Yes,No,None detected,Complainant,Female,White,36-45,2019,Taser
578,578,Use of force,2019/09/04 03:59:59+00,2019/09/04 03:59:59+00,IA2019-0540,Completed,Exonerated,Yes,Non-Compliance,No,No,Unknown,Complainant,Male,Black,18-25,2019,Chemical Munitions
579,579,Use of force,2019/09/04 03:59:59+00,2019/09/04 03:59:59+00,IA2019-0540,Completed,Exonerated,Yes,Non-Compliance,No,No,Unknown,Complainant,Male,Black,18-25,2019,Chemical Munitions
580,580,Use of force,2019/09/04 03:59:59+00,2019/09/04 03:59:59+00,IA2019-0540,Completed,Exonerated,Yes,Non-Compliance,No,No,Unknown,Complainant,Male,White,26-35,2019,Chemical Munitions
581,581,Use of force,2019/09/04 03:59:59+00,2019/09/04 03:59:59+00,IA2019-0540,Completed,Exonerated,Yes,Non-Compliance,No,No,Unknown,Complainant,Male,White,26-35,2019,Chemical Munitions
582,582,Use of force,2019/09/04 03:59:59+00,2019/09/04 03:59:59+00,IA2019-0540,Completed,Exonerated,Yes,Non-Compliance,No,No,Unknown,Complainant,Female,White,26-35,2019,Chemical Munitions
583,583,Use of force,2019/09/04 03:59:59+00,2019/09/04 03:59:59+00,IA2019-0540,Completed,Exonerated,Yes,Non-Compliance,No,No,Unknown,Complainant,Female,White,26-35,2019,Chemical Munitions
584,584,Use of force,2019/09/04 03:59:59+00,2019/09/04 03:59:59+00,IA2019-0540,Completed,Exonerated,Yes,Non-Compliance,No,No,Unknown,Complainant,Female,White,26-35,2019,Chemical Munitions
